forecast_issue_time,forecast_state_date,lake_id,basin,variable,depth_m,unit,target_name,target_window_start,target_window_end,predicted_mean_temperature,target_climatology_mean,current_anomaly,model_identifier,model_version,is_valid_forecast,raw_beta,constrained_beta,beta_training_rows,n_distinct_beta_training_years,beta_training_years,beta_training_cases_sha256,availability_mode,availability_assumption,observed_mean_temperature,observed_valid_days,climatology_forecast,full_persistence_forecast,relaxation_forecast,issue_month,issue_season
2014-01-07T00:00:00+00:00,2014-01-06,windermere,south,water_temperature,2.0,degC,month_1,2014-01-07,2014-02-05,5.247526674803385,4.8633135279265876,0.8444538378623196,lead_dependent_anomaly_relaxation,1.0,True,0.4549841917343982,0.4549841917343982,136,3,2011|2012|2013,1f92aea4ca280fa03a06dc0d0ff819f311548e2ae969426691160c00482443ec,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,5.916236972222222,30,4.8633135279265876,5.707767365788907,5.247526674803385,1,DJF
2014-01-07T00:00:00+00:00,2014-01-06,windermere,south,water_temperature,2.0,degC,month_2,2014-02-06,2014-03-07,4.509793828612098,4.456190244907408,0.8444538378623196,lead_dependent_anomaly_relaxation,1.0,True,0.0634772219644174,0.0634772219644174,132,3,2011|2012|2013,9ecdafcc2b07353d035597db05217ac544c529b016bf14f95b937d38139b42bb,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,5.451742666666667,30,4.456190244907408,5.300644082769727,4.509793828612098,1,DJF
2014-01-07T00:00:00+00:00,2014-01-06,windermere,south,water_temperature,2.0,degC,month_3,2014-03-08,2014-04-06,5.555689070833333,5.555689070833333,0.8444538378623196,lead_dependent_anomaly_relaxation,1.0,True,-0.13844483672249952,0.0,128,3,2011|2012|2013,2aa711ce2f2745d3225926f6cd344fc9ddef4ef2c841511b0cc1aa94ea53b00e,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,6.676888666666667,30,5.555689070833333,6.400142908695653,5.555689070833333,1,DJF
2014-01-14T00:00:00+00:00,2014-01-13,windermere,south,water_temperature,2.0,degC,month_1,2014-01-14,2014-02-12,5.129817537261982,4.695041643154762,0.9555846159178749,lead_dependent_anomaly_relaxation,1.0,True,0.4549841917343982,0.4549841917343982,136,3,2011|2012|2013,1f92aea4ca280fa03a06dc0d0ff819f311548e2ae969426691160c00482443ec,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,5.720376013888889,30,4.695041643154762,5.650626259072637,5.129817537261982,1,DJF
2014-01-14T00:00:00+00:00,2014-01-13,windermere,south,water_temperature,2.0,degC,month_2,2014-02-13,2014-03-14,4.593476413251882,4.532818556481481,0.9555846159178749,lead_dependent_anomaly_relaxation,1.0,True,0.0634772219644174,0.0634772219644174,132,3,2011|2012|2013,9ecdafcc2b07353d035597db05217ac544c529b016bf14f95b937d38139b42bb,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,5.627744847222222,30,4.532818556481481,5.488403172399356,4.593476413251882,1,DJF
2014-01-14T00:00:00+00:00,2014-01-13,windermere,south,water_temperature,2.0,degC,month_3,2014-03-15,2014-04-13,6.066234590972222,6.066234590972222,0.9555846159178749,lead_dependent_anomaly_relaxation,1.0,True,-0.13844483672249952,0.0,128,3,2011|2012|2013,2aa711ce2f2745d3225926f6cd344fc9ddef4ef2c841511b0cc1aa94ea53b00e,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,7.113312791666667,30,6.066234590972222,7.021819206890097,6.066234590972222,1,DJF
2014-01-21T00:00:00+00:00,2014-01-20,windermere,south,water_temperature,2.0,degC,month_1,2014-01-21,2014-02-19,4.999428654036485,4.552755759953704,0.9817327770885091,lead_dependent_anomaly_relaxation,1.0,True,0.4549841917343982,0.4549841917343982,136,3,2011|2012|2013,1f92aea4ca280fa03a06dc0d0ff819f311548e2ae969426691160c00482443ec,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,5.537049777777778,30,4.552755759953704,5.534488537042213,4.999428654036485,1,DJF
2014-01-21T00:00:00+00:00,2014-01-20,windermere,south,water_temperature,2.0,degC,month_2,2014-02-20,2014-03-21,4.790738599030621,4.72842092962963,0.9817327770885091,lead_dependent_anomaly_relaxation,1.0,True,0.0634772219644174,0.0634772219644174,132,3,2011|2012|2013,9ecdafcc2b07353d035597db05217ac544c529b016bf14f95b937d38139b42bb,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,5.88347825,30,4.72842092962963,5.710153706718139,4.790738599030621,1,DJF
2014-01-21T00:00:00+00:00,2014-01-20,windermere,south,water_temperature,2.0,degC,month_3,2014-03-22,2014-04-20,6.708369950441919,6.708369950441919,0.9817327770885091,lead_dependent_anomaly_relaxation,1.0,True,-0.13844483672249952,0.0,128,3,2011|2012|2013,2aa711ce2f2745d3225926f6cd344fc9ddef4ef2c841511b0cc1aa94ea53b00e,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,7.711817138888889,30,6.708369950441919,7.690102727530428,6.708369950441919,1,DJF
2014-01-28T00:00:00+00:00,2014-01-27,windermere,south,water_temperature,2.0,degC,month_1,2014-01-28,2014-02-26,4.943728600172901,4.4541845171296295,1.0759584441321604,lead_dependent_anomaly_relaxation,1.0,True,0.4549841917343982,0.4549841917343982,136,3,2011|2012|2013,1f92aea4ca280fa03a06dc0d0ff819f311548e2ae969426691160c00482443ec,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy,5.428633722222222,30,4.4541845171296295,5.53014296126179,4.943728600172901,1,DJF
