forecast_issue_time,forecast_state_date,lake_id,basin,variable,depth_m,unit,target_name,target_window_start,target_window_end,predicted_mean_temperature,target_climatology_mean,current_anomaly,model_identifier,model_version,anomaly_coefficient,coefficient_fitted,is_valid_forecast,n_valid_target_training_years,target_training_years,target_training_windows_sha256,recent_window_start,recent_window_end,recent_valid_days,recent_30_day_mean,recent_window_climatology,n_valid_recent_training_years,recent_training_years,availability_mode,availability_assumption
2008-01-08T00:00:00+00:00,2008-01-07,windermere,south,water_temperature,2.0,degC,month_1,2008-01-08,2008-02-06,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-09,2008-01-07,7,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-08T00:00:00+00:00,2008-01-07,windermere,south,water_temperature,2.0,degC,month_2,2008-02-07,2008-03-07,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-09,2008-01-07,7,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-08T00:00:00+00:00,2008-01-07,windermere,south,water_temperature,2.0,degC,month_3,2008-03-08,2008-04-06,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-09,2008-01-07,7,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-15T00:00:00+00:00,2008-01-14,windermere,south,water_temperature,2.0,degC,month_1,2008-01-15,2008-02-13,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-16,2008-01-14,14,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-15T00:00:00+00:00,2008-01-14,windermere,south,water_temperature,2.0,degC,month_2,2008-02-14,2008-03-14,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-16,2008-01-14,14,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-15T00:00:00+00:00,2008-01-14,windermere,south,water_temperature,2.0,degC,month_3,2008-03-15,2008-04-13,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-16,2008-01-14,14,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-22T00:00:00+00:00,2008-01-21,windermere,south,water_temperature,2.0,degC,month_1,2008-01-22,2008-02-20,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-23,2008-01-21,21,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-22T00:00:00+00:00,2008-01-21,windermere,south,water_temperature,2.0,degC,month_2,2008-02-21,2008-03-21,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-23,2008-01-21,21,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-22T00:00:00+00:00,2008-01-21,windermere,south,water_temperature,2.0,degC,month_3,2008-03-22,2008-04-20,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-23,2008-01-21,21,,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-29T00:00:00+00:00,2008-01-28,windermere,south,water_temperature,2.0,degC,month_1,2008-01-29,2008-02-27,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-30,2008-01-28,28,5.583490030279503,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-29T00:00:00+00:00,2008-01-28,windermere,south,water_temperature,2.0,degC,month_2,2008-02-28,2008-03-28,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-30,2008-01-28,28,5.583490030279503,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-01-29T00:00:00+00:00,2008-01-28,windermere,south,water_temperature,2.0,degC,month_3,2008-03-29,2008-04-27,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2007-12-30,2008-01-28,28,5.583490030279503,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-02-05T00:00:00+00:00,2008-02-04,windermere,south,water_temperature,2.0,degC,month_1,2008-02-05,2008-03-05,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2008-01-06,2008-02-04,30,5.516394166666666,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-02-05T00:00:00+00:00,2008-02-04,windermere,south,water_temperature,2.0,degC,month_2,2008-03-06,2008-04-04,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2008-01-06,2008-02-04,30,5.516394166666666,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-02-05T00:00:00+00:00,2008-02-04,windermere,south,water_temperature,2.0,degC,month_3,2008-04-05,2008-05-04,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2008-01-06,2008-02-04,30,5.516394166666666,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-02-12T00:00:00+00:00,2008-02-11,windermere,south,water_temperature,2.0,degC,month_1,2008-02-12,2008-03-12,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2008-01-13,2008-02-11,30,5.472604722222222,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-02-12T00:00:00+00:00,2008-02-11,windermere,south,water_temperature,2.0,degC,month_2,2008-03-13,2008-04-11,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2008-01-13,2008-02-11,30,5.472604722222222,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-02-12T00:00:00+00:00,2008-02-11,windermere,south,water_temperature,2.0,degC,month_3,2008-04-12,2008-05-11,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2008-01-13,2008-02-11,30,5.472604722222222,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-02-19T00:00:00+00:00,2008-02-18,windermere,south,water_temperature,2.0,degC,month_1,2008-02-19,2008-03-19,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2008-01-20,2008-02-18,30,5.442585972222222,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
2008-02-19T00:00:00+00:00,2008-02-18,windermere,south,water_temperature,2.0,degC,month_2,2008-03-20,2008-04-18,,,,full_anomaly_persistence,1.0,1.0,False,False,0,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2008-01-20,2008-02-18,30,5.442585972222222,,0,,observation_time_proxy,historical data_available_time is unknown; observation_time is a pseudo-operational proxy
